MM_DD_HH,L_dashdash_k_d_t,L_dashdash_s_d_t,L_dashdash_w_d_t,L_dashdash_b1_d_t,L_dashdash_b2_d_t,L_dashdash_ba1_d_t,L_dashdash_ba2_d_t,E_E_dmd_d_t
01_20_05,0,0,0,0,0,0,0,3.505570842
01_20_06,0.862373658,0,1.149831544,0,0,0,0,1.503924429
01_20_07,0.574915772,0,0,0,0,0,0,1.452579626
01_20_08,0,0,0,0,0,0,0,1.131611206
01_20_09,0,0,0.287457886,0,0,0,0,0.761183221
01_20_10,0,0,0,0,0,0,0,0.203001438
01_20_11,0,0,0,0,0,0,0,1.5357636
01_20_12,0.862373658,0,0,0,0,0,0,0.803909309
01_20_13,0,0,0,0,0,0,0,0.178388308
01_20_14,0,0,0,0,0,0,0,0.196753651
01_20_15,0,0,0,0,0,0,0,0.48480655
01_20_16,0,0,0.287457886,0,0,0,0,0.411617669
01_20_17,0,0,0,0,0,0,0,1.182110389
01_20_18,4.31186829,0,0,0,0,0,0,1.180882902
01_20_19,1.43728943,0,0,0,25.87120974,0,0,1.133226338
01_20_20,5.174241948,6.467802435,0.574915772,0,0,0,1.69703125,1.011582416
01_20_21,0,7.18644715,0.574915772,0,0,0,1.69703125,1.479865022
01_20_22,0,7.905091865,0.574915772,0,0,0,3.3940625,1.355815662
01_20_23,0,0,0.574915772,0,0,0,0,0.644964393
01_21_00,0,0,0,0,0,0,0,0.22925168
01_21_01,0,0,0,0,0,0,0,0.11975168
01_21_02,0,0,0,0,0,0,0,0.12755168
01_21_03,0,0,0,0,0,0,0,0.12755168
01_21_04,0,0,0,0,0,0,0,0.11975168
01_21_05,0,0,0,0,0,0,0,0.12755168
01_21_06,0,0,0,0,0,0,0,0.12755168
01_21_07,0,0,0.576003035,0,0,0,0,4.95003215
01_21_08,0.864004553,0,0,0,0,0,0,1.750542051
01_21_09,0.576003035,0,0,0,0,0,0,0.901573599
01_21_10,0,0,0.576003035,0,0,0,0,0.699941992
01_21_11,0,0,0,0,0,0,0,0.57116284
01_21_12,4.608024282,0,0,0,0,0,0,0.675630109
01_21_13,0,0,0.288001518,0,0,0,0,0.317971976
01_21_14,0,0,0,0,0,0,0,0.12755168
01_21_15,0,0,0,0,0,0,0,0.12755168
01_21_16,0,0,0.288001518,0,0,0,0,0.778077941
01_21_17,4.608024282,0,0.288001518,0,0,0,0,1.01718971
01_21_18,2.304012141,0,0,0,0,0,0,0.890482165
01_21_19,0,0,0,0,25.92013659,0,0,0.882266225
01_21_20,7.200037941,7.200037941,0.576003035,0,0,0,1.644375,1.064260423
01_21_21,0,7.200037941,0.576003035,0,0,0,1.644375,1.326663005
01_21_22,0,14.40007588,0.576003035,0,0,0,3.28875,0.686990966
01_21_23,0,0,0.576003035,0,0,0,0,0.531057418
01_22_00,0,0,0,0,0,0,0,0.22925168
01_22_01,0,0,0,0,0,0,0,0.11975168
01_22_02,0,0,0,0,0,0,0,0.12755168
01_22_03,0,0,0,0,0,0,0,0.12755168
01_22_04,0,0,0,0,0,0,0,0.11975168
01_22_05,0,0,0,0,0,0,0,0.12755168
01_22_06,0,0,0.858559325,0,0,0,0,0.288182032
01_22_07,0,0,0.858559325,0,0,0,0,3.100768031
01_22_08,4.578983064,0,0,0,0,0,0,2.065556314
01_22_09,0,0,0,0,0,0,0,1.000437155
01_22_10,0,0,0,0,0,0,0,0.785236013
01_22_11,0,0,0,0,0,0,0,0.684617026
01_22_12,0,0,0,0,0,0,0,0.497796649
01_22_13,0,0,0,0,0,0,0,0.11975168
01_22_14,0,0,0,0,0,0,0,0.12755168
01_22_15,0,0,0,0,0,0,0,1.092315897
01_22_16,0,0,0,0,0,0,0,0.757367561
01_22_17,0,0,0,0,0,0,0,0.763519995
01_22_18,0,0,0,0,0,0,0,0.441894527
01_22_19,0,0,0,0,0,0,0,0.96903077
01_22_20,0,6.439194934,0,0,0,0,0,1.283630728
01_22_21,0,7.154661038,1.144745766,0,0,0,0,1.388201148
01_22_22,0,13.59385597,0.572372883,0,0,0,0,0.470100966
01_22_23,0,0,0.572372883,0,0,0,0,0.641801206
01_23_00,0,0,0,0,0,0,0,0.319713338
01_23_01,0,0,0,0,0,0,0,0.11975168
01_23_02,0,0,0,0,0,0,0,0.12755168
01_23_03,0,0,0,0,0,0,0,0.12755168
01_23_04,0,0,0,0,0,0,0,0.11975168
01_23_05,0,0,0,0,0,0,0,1.847647947
01_23_06,0.851581233,0,1.135441644,0,0,0,0,0.972537601
01_23_07,0.567720822,0,0,0,0,0,0,1.019845162
01_23_08,0,0,0,0,0,0,0,0.756907749
01_23_09,0,0,0.283860411,0,0,0,0,0.761183221
01_23_10,0,0,0,0,0,0,0,0.203001438
01_23_11,0,0,0,0,0,0,0,0.84276698
01_23_12,0.851581233,0,0,0,0,0,0,0.79975892
01_23_13,0,0,0,0,0,0,0,0.178388308
01_23_14,0,0,0,0,0,0,0,0.196753651
01_23_15,0,0,0,0,0,0,0,0.757305395
01_23_16,0,0,0.283860411,0,0,0,0,0.511805174
01_23_17,0,0,0,0,0,0,0,1.210666132
01_23_18,4.257906166,0,0,0,0,0,0,1.17988639
01_23_19,1.419302055,0,0,0,25.547437,0,0,1.175785161
01_23_20,5.109487399,6.386859249,0.567720822,0,0,0,1.533893229,1.003039108
01_23_21,0,7.096510277,0.567720822,0,0,0,1.533893229,1.461899052
01_23_22,0,7.806161305,0.567720822,0,0,0,3.067786458,1.277881501
01_23_23,0,0,0.567720822,0,0,0,0,0.644964393
01_24_00,0,0,0,0,0,0,0,0.319713338
01_24_01,0,0,0,0,0,0,0,0.11975168
01_24_02,0,0,0,0,0,0,0,0.12755168
01_24_03,0,0,0,0,0,0,0,0.12755168
01_24_04,0,0,0,0,0,0,0,0.11975168
01_24_05,0,0,0,0,0,0,0,3.088848475
01_24_06,0.559545553,0,0.559545553,0,0,0,0,1.317485378
01_24_07,0.839318329,0,0,0,0,0,0,1.120758938
01_24_08,0,0,0,0,0,0,0,0.601253544
01_24_09,0,0,0,0,0,0,0,0.761183221
01_24_10,0,0,0,0,0,0,0,0.203001438
01_24_11,0,0,0,0,0,0,0,0.386539061
01_24_12,0,0,0,0,0,0,0,0.649155069
01_24_13,0,0,0,0,0,0,0,0.178388308
01_24_14,0,0,0,0,0,0,0,0.196753651
01_24_15,0,0,0,0,0,0,0,0.427729204
01_24_16,0,0,0,0,0,0,0,0.464548109
01_24_17,0,0,0,0,0,0,0,1.198485368
01_24_18,2.238182212,0,0,0,0,0,0,1.268347687
01_24_19,0,0,0,0,25.17954988,0,0,1.227103037
01_24_20,5.035909977,5.59545553,0,0,0,0,1.6628125,1.120479771
01_24_21,0,5.59545553,0,0,0,0,1.6628125,1.59391745
01_24_22,0,2.797727765,0.279772776,0,0,0,3.325625,1.395765901
01_24_23,0,0,0.279772776,0,0,0,0,0.644964393
01_25_00,0,0,0,0,0,0,0,0.319713338
01_25_01,0,0,0,0,0,0,0,0.11975168
01_25_02,0,0,0,0,0,0,0,0.12755168
01_25_03,0,0,0,0,0,0,0,0.12755168
01_25_04,0,0,0,0,0,0,0,0.11975168
01_25_05,0,0,0,0,0,0,0,3.259424714
01_25_06,0.831582719,0,1.108776958,0,0,0,0,1.305052542
01_25_07,3.049136635,0,0,0,0,0,0,1.270399288
01_25_08,0,0,0.27719424,0,0,0,0,0.830292392
01_25_09,0,0,0.27719424,0,0,0,0,0.761183221
01_25_10,0,0,0,0,0,0,0,0.203001438
01_25_11,0,0,0,0,0,0,0,0.95084763
01_25_12,1.663165437,0,0,0,0,0,0,0.708889646
01_25_13,0,0,0,0,0,0,0,0.178388308
01_25_14,0,0,0,0,0,0,0,0.196753651
01_25_15,0,0,0,0,0,0,0,0.709423616
01_25_16,0,0,0.27719424,0,0,0,0,0.574397591
01_25_17,0,0,0.27719424,0,0,0,0,1.46124482
01_25_18,4.157913593,0,0.27719424,0,0,0,0,1.377769226
01_25_19,1.385971198,0,0,0,24.94748156,0,0,1.396363254
01_25_20,7.761438708,6.929855989,0.554388479,0,0,0,1.684375,1.229244378
01_25_21,0,6.929855989,0.554388479,0,0,0,1.684375,1.690525565
01_25_22,0,13.85971198,0.554388479,0,0,0,3.36875,1.454406658
01_25_23,0,0,0.554388479,0,0,0,0,0.644964393
01_26_00,0,0,0,0,0,0,0,0.319713338
01_26_01,0,0,0,0,0,0,0,0.11975168
01_26_02,0,0,0,0,0,0,0,0.12755168
01_26_03,0,0,0,0,0,0,0,0.12755168
01_26_04,0,0,0,0,0,0,0,0.11975168
01_26_05,0,0,0,0,0,0,0,3.510652817
01_26_06,0.551358401,0,0.551358401,0,0,0,0,1.469280348
01_26_07,0.827037602,0,0,0,0,0,0,1.299282421
01_26_08,0,0,0,0,0,0,0,1.028741062
01_26_09,0,0,0,0,0,0,0,0.761183221
01_26_10,0,0,0,0,0,0,0,0.203001438
01_26_11,0,0,0,0,0,0,0,0.586918385
01_26_12,0,0,0,0,0,0,0,0.656456777
01_26_13,0,0,0,0,0,0,0,0.178388308
01_26_14,0,0,0,0,0,0,0,0.196753651
01_26_15,0,0,0,0,0,0,0,0.359392044
01_26_16,0,0,0,0,0,0,0,0.420425212
01_26_17,0,0,0,0,0,0,0,1.200087683
01_26_18,2.205433605,0,0,0,0,0,0,1.282739025
01_26_19,0,0,0,0,24.81112805,0,0,1.245074375
01_26_20,4.962225611,5.513584012,0,0,0,0,1.7025,1.13117543
01_26_21,0,5.513584012,0,0,0,0,1.7025,1.63409767
01_26_22,0,2.756792006,0.275679201,0,0,0,3.405,1.462861437
01_26_23,0,0,0.275679201,0,0,0,0,0.644964393
01_27_00,0,0,0,0,0,0,0,0.319713338
01_27_01,0,0,0,0,0,0,0,0.11975168
01_27_02,0,0,0,0,0,0,0,0.12755168
01_27_03,0,0,0,0,0,0,0,0.12755168
01_27_04,0,0,0,0,0,0,0,0.11975168
01_27_05,0,0,0,0,0,0,0,3.505570842
01_27_06,0.826084018,0,1.101445358,0,0,0,0,1.526773538
01_27_07,0.550722679,0,0,0,0,0,0,1.235233471
01_27_08,0,0,0,0,0,0,0,0.680841088
01_27_09,0,0,0.275361339,0,0,0,0,0.761183221
01_27_10,0,0,0,0,0,0,0,0.203001438
01_27_11,0,0,0,0,0,0,0,0.268644606
01_27_12,0.826084018,0,0,0,0,0,0,0.62394787
01_27_13,0,0,0,0,0,0,0,0.178388308
01_27_14,0,0,0,0,0,0,0,0.196753651
01_27_15,0,0,0,0,0,0,0,0.50586176
01_27_16,0,0,0.275361339,0,0,0,0,0.502924653
01_27_17,0,0,0,0,0,0,0,1.29758648
01_27_18,4.130420092,0,0,0,0,0,0,1.347954856
01_27_19,1.376806697,0,0,0,24.78252055,0,0,1.3278676
01_27_20,4.95650411,6.195630138,0.550722679,0,0,0,1.7190625,1.228626475
01_27_21,0,6.884033487,0.550722679,0,0,0,1.7190625,1.714977338
01_27_22,0,7.572436835,0.550722679,0,0,0,3.438125,1.496370614
01_27_23,0,0,0.550722679,0,0,0,0,0.644964393
01_28_00,0,0,0,0,0,0,0,0.22925168
01_28_01,0,0,0,0,0,0,0,0.11975168
01_28_02,0,0,0,0,0,0,0,0.12755168
01_28_03,0,0,0,0,0,0,0,0.12755168
01_28_04,0,0,0,0,0,0,0,0.11975168
01_28_05,0,0,0,0,0,0,0,0.12755168
01_28_06,0,0,0,0,0,0,0,0.12755168
01_28_07,0,0,0.549326467,0,0,0,0,4.696082161
01_28_08,0.8239897,0,0,0,0,0,0,1.905792751
01_28_09,0.549326467,0,0,0,0,0,0,1.193671027
01_28_10,0,0,0.549326467,0,0,0,0,0.699941992
01_28_11,0,0,0,0,0,0,0,0.724091113
01_28_12,4.394611732,0,0,0,0,0,0,0.832120252
01_28_13,0,0,0.274663233,0,0,0,0,0.317971976
01_28_14,0,0,0,0,0,0,0,0.12755168
01_28_15,0,0,0,0,0,0,0,0.498733111
01_28_16,0,0,0.274663233,0,0,0,0,1.267578373
01_28_17,4.394611732,0,0.274663233,0,0,0,0,1.478691065
01_28_18,2.197305866,0,0,0,0,0,0,1.083072925
01_28_19,0,0,0,0,24.71969099,0,0,1.301050673
01_28_20,6.866580832,6.866580832,0.549326467,0,0,0,1.73046875,1.375087069
01_28_21,0,6.866580832,0.549326467,0,0,0,1.73046875,1.620193668
01_28_22,0,13.73316166,0.549326467,0,0,0,3.4609375,0.686990966
01_28_23,0,0,0.549326467,0,0,0,0,0.531057418
01_29_00,0,0,0,0,0,0,0,0.22925168
01_29_01,0,0,0,0,0,0,0,0.11975168
01_29_02,0,0,0,0,0,0,0,0.12755168
01_29_03,0,0,0,0,0,0,0,0.12755168
01_29_04,0,0,0,0,0,0,0,0.11975168
01_29_05,0,0,0,0,0,0,0,0.12755168
01_29_06,0,0,0,0,0,0,0,0.12755168
01_29_07,0,0,1.097797382,0,0,0,0,4.703941961
01_29_08,0.823348036,0,0.548898691,0,0,0,0,1.913873095
01_29_09,3.293392145,0,0,0,0,0,0,1.193186025
01_29_10,0,0,0.548898691,0,0,0,0,0.699941992
01_29_11,0,0,0,0,0,0,0,0.57116284
01_29_12,4.391189527,0,0,0,0,0,0,0.675630109
01_29_13,0,0,0.274449345,0,0,0,0,0.317971976
01_29_14,0,0,0,0,0,0,0,0.12755168
01_29_15,0,0,0,0,0,0,0,0.496707555
01_29_16,0,0,0.274449345,0,0,0,0,1.367327095
01_29_17,6.037885599,0,0.274449345,0,0,0,0,1.568410367
01_29_18,0.548898691,0,0,0,0,0,0,1.151098872
01_29_19,0,0,0,0,24.70044109,0,0,1.427438915
01_29_20,10.15462578,6.861233635,0.823348036,0,0,0,1.76625,1.454765688
01_29_21,0,12.35022054,0.823348036,0,0,0,1.76625,1.712260094
01_29_22,0,13.72246727,0.823348036,0,0,0,3.5325,0.686990966
01_29_23,0,0,0.823348036,0,0,0,0,0.531057418
01_30_00,0,0,0,0,0,0,0,0.319713338
01_30_01,0,0,0,0,0,0,0,0.11975168
01_30_02,0,0,0,0,0,0,0,0.12755168
01_30_03,0,0,0,0,0,0,0,0.12755168
01_30_04,0,0,0,0,0,0,0,0.11975168
01_30_05,0,0,0,0,0,0,0,3.480868599
01_30_06,0.828418961,0,1.104558614,0,0,0,0,1.692041649
01_30_07,0.552279307,0,0,0,0,0,0,1.301885299
01_30_08,0,0,0,0,0,0,0,0.713197718
01_30_09,0,0,0.276139654,0,0,0,0,0.761183221
01_30_10,0,0,0,0,0,0,0,0.203001438
01_30_11,0,0,0,0,0,0,0,0.28620763
01_30_12,0.828418961,0,0,0,0,0,0,0.476150521
01_30_13,0,0,0,0,0,0,0,0.178388308
01_30_14,0,0,0,0,0,0,0,0.196753651
01_30_15,0,0,0,0,0,0,0,0.281751044
01_30_16,0,0,0.276139654,0,0,0,0,0.432859698
01_30_17,0,0,0,0,0,0,0,1.198458691
01_30_18,4.142094804,0,0,0,0,0,0,1.396447833
01_30_19,1.380698268,0,0,0,24.85256882,0,0,1.343628184
01_30_20,4.970513765,6.213142206,0.552279307,0,0,0,1.81296875,1.34546941
01_30_21,0,6.90349134,0.552279307,0,0,0,1.81296875,1.854190199
01_30_22,0,7.593840474,0.552279307,0,0,0,3.6259375,1.640067166
01_30_23,0,0,0.552279307,0,0,0,0,0.644964393
01_31_00,0,0,0,0,0,0,0,0.319713338
01_31_01,0,0,0,0,0,0,0,0.11975168
01_31_02,0,0,0,0,0,0,0,0.12755168
01_31_03,0,0,0,0,0,0,0,0.12755168
01_31_04,0,0,0,0,0,0,0,0.11975168
01_31_05,0,0,0,0,0,0,0,3.471549527
01_31_06,0.556687774,0,0.556687774,0,0,0,0,1.804083583
01_31_07,0.83503166,0,0,0,0,0,0,1.427695153
01_31_08,0,0,0,0,0,0,0,0.803083921
01_31_09,0,0,0,0,0,0,0,0.761183221
01_31_10,0,0,0,0,0,0,0,0.203001438
01_31_11,0,0,0,0,0,0,0,0.452064397
01_31_12,0,0,0,0,0,0,0,0.622142823
01_31_13,0,0,0,0,0,0,0,0.178388308
01_31_14,0,0,0,0,0,0,0,0.196753651
01_31_15,0,0,0,0,0,0,0,0.359598815
01_31_16,0,0,0,0,0,0,0,0.43849824
01_31_17,0,0,0,0,0,0,0,1.254184159
01_31_18,2.226751094,0,0,0,0,0,0,1.382809478
01_31_19,0,0,0,0,25.05094981,0,0,1.331308804
01_31_20,5.010189962,5.566877736,0,0,0,0,1.8053125,1.268219135
01_31_21,0,5.566877736,0,0,0,0,1.8053125,1.738674706
01_31_22,0,2.783438868,0.278343887,0,0,0,3.610625,1.524200163
01_31_23,0,0,0.278343887,0,0,0,0,0.644964393
02_01_00,0,0,0,0,0,0,0,0.319713338
02_01_01,0,0,0,0,0,0,0,0.11975168
02_01_02,0,0,0,0,0,0,0,0.12755168
02_01_03,0,0,0,0,0,0,0,0.12755168
02_01_04,0,0,0,0,0,0,0,0.11975168
02_01_05,0,0,0,0,0,0,0,3.492170856
02_01_06,0.844211014,0,1.125614686,0,0,0,0,1.539816943
02_01_07,0.562807343,0,0,0,0,0,0,1.477687777
02_01_08,0,0,0,0,0,0,0,1.122744636
02_01_09,0,0,0.281403671,0,0,0,0,0.761183221
02_01_10,0,0,0,0,0,0,0,0.203001438
02_01_11,0,0,0,0,0,0,0,0.565067418
02_01_12,0.844211014,0,0,0,0,0,0,0.581545428
02_01_13,0,0,0,0,0,0,0,0.178388308
02_01_14,0,0,0,0,0,0,0,0.196753651
02_01_15,0,0,0,0,0,0,0,0.314760131
02_01_16,0,0,0.281403671,0,0,0,0,0.360734345
02_01_17,0,0,0,0,0,0,0,1.001115231
02_01_18,4.221055071,0,0,0,0,0,0,1.152521977
02_01_19,1.407018357,0,0,0,25.32633043,0,0,1.100381052
02_01_20,5.065266085,6.331582606,0.562807343,0,0,0,1.6940625,1.017418922
02_01_21,0,7.035091785,0.562807343,0,0,0,1.6940625,1.485294769
02_01_22,0,7.738600963,0.562807343,0,0,0,3.388125,1.340907929
02_01_23,0,0,0.562807343,0,0,0,0,0.644964393
02_02_00,0,0,0,0,0,0,0,0.319713338
02_02_01,0,0,0,0,0,0,0,0.11975168
02_02_02,0,0,0,0,0,0,0,0.12755168
02_02_03,0,0,0,0,0,0,0,0.12755168
02_02_04,0,0,0,0,0,0,0,0.11975168
02_02_05,0,0,0,0,0,0,0,3.542189284
02_02_06,0.849923602,0,1.13323147,0,0,0,0,1.384131211
02_02_07,0.566615735,0,0,0,0,0,0,1.220046005
02_02_08,0,0,0,0,0,0,0,0.636207482
02_02_09,0,0,0.283307867,0,0,0,0,0.761183221
02_02_10,0,0,0,0,0,0,0,0.203001438
02_02_11,0,0,0,0,0,0,0,0.408433122
02_02_12,0.849923602,0,0,0,0,0,0,0.641878592
02_02_13,0,0,0,0,0,0,0,0.178388308
02_02_14,0,0,0,0,0,0,0,0.196753651
02_02_15,0,0,0,0,0,0,0,0.369397888
02_02_16,0,0,0.283307867,0,0,0,0,0.42244385
02_02_17,0,0,0,0,0,0,0,1.190918335
02_02_18,4.249618012,0,0,0,0,0,0,1.314653079
02_02_19,1.416539337,0,0,0,25.49770807,0,0,1.277533657
02_02_20,5.099541614,6.374427018,0.566615735,0,0,0,1.71015625,1.204638986
02_02_21,0,7.082696686,0.566615735,0,0,0,1.71015625,1.655771101
02_02_22,0,7.790966355,0.566615735,0,0,0,3.4203125,1.459745427
02_02_23,0,0,0.566615735,0,0,0,0,0.644964393
02_03_00,0,0,0,0,0,0,0,0.319713338
02_03_01,0,0,0,0,0,0,0,0.11975168
02_03_02,0,0,0,0,0,0,0,0.12755168
02_03_03,0,0,0,0,0,0,0,0.12755168
02_03_04,0,0,0,0,0,0,0,0.11975168
02_03_05,0,0,0,0,0,0,0,3.497771134
02_03_06,0.859138604,0,1.145518139,0,0,0,0,1.564191918
02_03_07,0.572759069,0,0,0,0,0,0,1.347203916
02_03_08,0,0,0,0,0,0,0,0.71822136
02_03_09,0,0,0.286379535,0,0,0,0,0.761183221
02_03_10,0,0,0,0,0,0,0,0.203001438
02_03_11,0,0,0,0,0,0,0,0.301470447
02_03_12,0.859138604,0,0,0,0,0,0,0.476150521
02_03_13,0,0,0,0,0,0,0,0.178388308
02_03_14,0,0,0,0,0,0,0,0.196753651
02_03_15,0,0,0,0,0,0,0,0.279906395
02_03_16,0,0,0.286379535,0,0,0,0,0.397340095
02_03_17,0,0,0,0,0,0,0,1.035625775
02_03_18,4.295693021,0,0,0,0,0,0,1.20361935
02_03_19,1.431897674,0,0,0,25.77415812,0,0,1.102736243
02_03_20,5.154831625,6.443539531,0.572759069,0,0,0,1.70421875,1.017947893
02_03_21,0,7.159488368,0.572759069,0,0,0,1.70421875,1.489666152
02_03_22,0,7.875437205,0.572759069,0,0,0,3.4084375,1.340500997
02_03_23,0,0,0.572759069,0,0,0,0,0.644964393
02_04_00,0,0,0,0,0,0,0,0.22925168
02_04_01,0,0,0,0,0,0,0,0.11975168
02_04_02,0,0,0,0,0,0,0,0.12755168
02_04_03,0,0,0,0,0,0,0,0.12755168
02_04_04,0,0,0,0,0,0,0,0.11975168
02_04_05,0,0,0,0,0,0,0,0.12755168
02_04_06,0,0,0,0,0,0,0,0.12755168
02_04_07,0,0,0.574333522,0,0,0,0,4.758957972
02_04_08,0.861500283,0,0,0,0,0,0,1.581401813
02_04_09,0.574333522,0,0,0,0,0,0,0.735380302
02_04_10,0,0,0.574333522,0,0,0,0,0.699941992
02_04_11,0,0,0,0,0,0,0,0.57116284
02_04_12,4.594668174,0,0,0,0,0,0,0.675630109
02_04_13,0,0,0.287166761,0,0,0,0,0.317971976
02_04_14,0,0,0,0,0,0,0,0.12755168
02_04_15,0,0,0,0,0,0,0,0.12755168
02_04_16,0,0,0.287166761,0,0,0,0,1.200579749
02_04_17,4.594668174,0,0.287166761,0,0,0,0,1.378860736
02_04_18,2.297334087,0,0,0,0,0,0,1.028718118
02_04_19,0,0,0,0,25.84500848,0,0,1.206570535
02_04_20,7.179169021,7.179169021,0.574333522,0,0,0,1.67109375,1.486055774
02_04_21,0,7.179169021,0.574333522,0,0,0,1.67109375,1.585356179
02_04_22,0,14.35833804,0.574333522,0,0,0,3.3421875,0.686990966
02_04_23,0,0,0.574333522,0,0,0,0,0.531057418
02_05_00,0,0,0,0,0,0,0,0.22925168
02_05_01,0,0,0,0,0,0,0,0.11975168
02_05_02,0,0,0,0,0,0,0,0.12755168
02_05_03,0,0,0,0,0,0,0,0.12755168
02_05_04,0,0,0,0,0,0,0,0.11975168
02_05_05,0,0,0,0,0,0,0,0.12755168
02_05_06,0,0,0.860742763,0,0,0,0,0.288182032
02_05_07,0,0,0.860742763,0,0,0,0,4.729711383
02_05_08,4.59062807,0,0,0,0,0,0,2.294406024
02_05_09,0,0,0,0,0,0,0,0.779824272
02_05_10,0,0,0,0,0,0,0,0.636508061
02_05_11,0,0,0,0,0,0,0,0.502825305
02_05_12,0,0,0,0,0,0,0,0.341639149
02_05_13,0,0,0,0,0,0,0,0.11975168
02_05_14,0,0,0,0,0,0,0,0.12755168
02_05_15,0,0,0,0,0,0,0,0.797607751
02_05_16,0,0,0,0,0,0,0,0.739171275
02_05_17,0,0,0,0,0,0,0,0.867008481
02_05_18,0,0,0,0,0,0,0,0.537912539
02_05_19,0,0,0,0,0,0,0,1.205534907
02_05_20,0,6.455570723,0,0,0,0,0,1.528517463
02_05_21,0,7.172856359,1.147657017,0,0,0,0,1.677059076
02_05_22,0,13.62842708,0.573828509,0,0,0,0,0.470100966
02_05_23,0,0,0.573828509,0,0,0,0,0.641801206
02_06_00,0,0,0,0,0,0,0,0.319713338
02_06_01,0,0,0,0,0,0,0,0.11975168
02_06_02,0,0,0,0,0,0,0,0.12755168
02_06_03,0,0,0,0,0,0,0,0.12755168
02_06_04,0,0,0,0,0,0,0,0.11975168
02_06_05,0,0,0,0,0,0,0,3.484908487
02_06_06,0.862320186,0,1.149760248,0,0,0,0,2.119065762
02_06_07,0.574880124,0,0,0,0,0,0,1.505680139
02_06_08,0,0,0,0,0,0,0,0.818001182
02_06_09,0,0,0.287440062,0,0,0,0,0.761183221
02_06_10,0,0,0,0,0,0,0,0.203001438
02_06_11,0,0,0,0,0,0,0,0.384162699
02_06_12,0.862320186,0,0,0,0,0,0,0.637546126
02_06_13,0,0,0,0,0,0,0,0.178388308
02_06_14,0,0,0,0,0,0,0,0.196753651
02_06_15,0,0,0,0,0,0,0,0.468439949
02_06_16,0,0,0.287440062,0,0,0,0,0.45556055
02_06_17,0,0,0,0,0,0,0,1.164586152
02_06_18,4.31160093,0,0,0,0,0,0,1.184943898
02_06_19,1.43720031,0,0,0,25.86960558,0,0,1.160651695
02_06_20,5.173921116,6.467401395,0.574880124,0,0,0,1.69265625,1.057320273
02_06_21,0,7.18600155,0.574880124,0,0,0,1.69265625,1.533323429
02_06_22,0,7.904601705,0.574880124,0,0,0,3.3853125,1.368398925
02_06_23,0,0,0.574880124,0,0,0,0,0.644964393
02_07_00,0,0,0,0,0,0,0,0.319713338
02_07_01,0,0,0,0,0,0,0,0.11975168
02_07_02,0,0,0,0,0,0,0,0.12755168
02_07_03,0,0,0,0,0,0,0,0.12755168
02_07_04,0,0,0,0,0,0,0,0.11975168
02_07_05,0,0,0,0,0,0,0,3.521655035
02_07_06,0.573876039,0,0.573876039,0,0,0,0,1.444382798
02_07_07,0.860814059,0,0,0,0,0,0,1.156288023
02_07_08,0,0,0,0,0,0,0,0.602874994
02_07_09,0,0,0,0,0,0,0,0.761183221
02_07_10,0,0,0,0,0,0,0,0.203001438
02_07_11,0,0,0,0,0,0,0,0.152180145
02_07_12,0,0,0,0,0,0,0,0.476150521
02_07_13,0,0,0,0,0,0,0,0.178388308
02_07_14,0,0,0,0,0,0,0,0.196753651
02_07_15,0,0,0,0,0,0,0,0.12755168
02_07_16,0,0,0,0,0,0,0,0.183056396
02_07_17,0,0,0,0,0,0,0,0.766221433
02_07_18,2.295504157,0,0,0,0,0,0,1.00842006
02_07_19,0,0,0,0,25.82442177,0,0,0.916398755
02_07_20,5.164884354,5.738760393,0,0,0,0,1.64671875,0.868955059
02_07_21,0,5.738760393,0,0,0,0,1.64671875,1.370207795
02_07_22,0,2.869380197,0.28693802,0,0,0,3.2934375,1.312686171
02_07_23,0,0,0.28693802,0,0,0,0,0.644964393
02_08_00,0,0,0,0,0,0,0,0.319713338
02_08_01,0,0,0,0,0,0,0,0.11975168
02_08_02,0,0,0,0,0,0,0,0.12755168
02_08_03,0,0,0,0,0,0,0,0.12755168
02_08_04,0,0,0,0,0,0,0,0.11975168
02_08_05,0,0,0,0,0,0,0,3.542189284
02_08_06,0.85603723,0,1.141382974,0,0,0,0,1.310734094
02_08_07,3.138803178,0,0,0,0,0,0,1.145206586
02_08_08,0,0,0.285345743,0,0,0,0,0.599896139
02_08_09,0,0,0.285345743,0,0,0,0,0.761183221
02_08_10,0,0,0,0,0,0,0,0.203001438
02_08_11,0,0,0,0,0,0,0,0.418106782
02_08_12,1.71207446,0,0,0,0,0,0,0.588306103
02_08_13,0,0,0,0,0,0,0,0.178388308
02_08_14,0,0,0,0,0,0,0,0.196753651
02_08_15,0,0,0,0,0,0,0,0.373234629
02_08_16,0,0,0.285345743,0,0,0,0,0.43401358
02_08_17,0,0,0.285345743,0,0,0,0,1.193219354
02_08_18,4.280186151,0,0.285345743,0,0,0,0,1.278483213
02_08_19,1.426728717,0,0,0,25.68111691,0,0,1.221280589
02_08_20,7.989680815,7.133643585,0.570691487,0,0,0,1.69046875,1.114359552
02_08_21,0,7.133643585,0.570691487,0,0,0,1.69046875,1.610988922
02_08_22,0,14.26728717,0.570691487,0,0,0,3.3809375,1.46138063
02_08_23,0,0,0.570691487,0,0,0,0,0.644964393
02_09_00,0,0,0,0,0,0,0,0.319713338
02_09_01,0,0,0,0,0,0,0,0.11975168
